"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Activewear clothing features (product.metafields.shopify.activewear-clothing-features)","Activity (product.metafields.shopify.activity)","Clothing features (product.metafields.shopify.clothing-features)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Fit (product.metafields.shopify.fit)","Headwear features (product.metafields.shopify.headwear-features)","Neckline (product.metafields.shopify.neckline)","Pants length type (product.metafields.shopify.pants-length-type)","Size (product.metafields.shopify.size)","Sleeve length type (product.metafields.shopify.sleeve-length-type)","Target gender (product.metafields.shopify.target-gender)","Top length type (product.metafields.shopify.top-length-type)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"trucker-hat-purple-by-corteiz","Trucker Hat Purple by Corteiz","Elevate your streetwear game with the Trucker Hat Purple by Corteiz. Crafted with premium materials and iconic design, this trucker hat combines classic style with contemporary edge. The breathable mesh back keeps you cool while the structured front panel delivers that signature Corteiz look. Perfect for casual outings, festivals, or everyday wear. Make a bold statement with this essential streetwear piece.","Corteiz","Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats","hat","black hat, corteiz hat, grey hat, Hat, white hat","true","Title","Default Title","","","","","","","","","0.0","","0","deny","manual","84.00","143.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/New-Project-1.png?v=1786386066","1","","false","Trucker Hat Purple by Corteiz Shop Now","","","","","purple","mesh","","","","","","","","","","kg","","","active"
"crtz-shorts-black-by-corteiz","CRTZ Shorts Black By Corteiz","Elevate your streetwear collection with CRTZ Shorts in classic black by Corteiz. Designed for comfort and style, these shorts feature a modern silhouette perfect for casual wear or layering. The premium black fabric offers versatility to pair with any top, while the quality construction ensures durability through everyday wear. A must-have staple for streetwear enthusiasts who appreciate authentic brand aesthetics and contemporary design.","Corteiz","Apparel & Accessories > Clothing > Shorts > Jogger Shorts","Shorts","Black shorts","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","109.00","178.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Allstarz-Shorts-Black.png?v=1786386034","1","","false","CRTZ Shorts Black By Corteiz - Order Now","","","","","black","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"crtz-shorts-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","109.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"crtz-shorts-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","109.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"crtz-shorts-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","109.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"crtz-shorts-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","109.00","178.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"trucker-hat-pink-by-corteiz","Trucker Hat Pink by Corteiz","Classic trucker hat in vibrant pink from Corteiz. Features a structured six-panel crown with breathable mesh back panels for all-day comfort. The curved bill provides sun protection while maintaining a casual, streetwear aesthetic. Perfect for adding a bold pop of color to any outfit. Adjustable snapback closure ensures a secure fit for most head sizes.","Corteiz","Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats","hat","black hat, corteiz hat, grey hat, Hat, white hat","true","Title","Default Title","","","","","","","","","0.0","","0","deny","manual","82.00","123.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/New-Project-10.png?v=1786385968","1","","false","Trucker Hat Pink by Corteiz Shop Now","","","","","pink","mesh","","adjustable-fit","","","","","","","","kg","","","active"
"og-shorts-triple-black-by-corteiz","OG Shorts Triple Black By Corteiz","Elevate your streetwear game with the OG Shorts Triple Black by Corteiz. Crafted with premium quality and iconic design, these shorts deliver the perfect blend of comfort and style. The classic triple black colorway ensures versatility, pairing effortlessly with any outfit in your rotation. Built for those who demand authenticity and edge in their wardrobe. A must-have piece for Corteiz enthusiasts and streetwear collectors alike.","Corteiz","Apparel & Accessories > Clothing > Shorts > Jogger Shorts","Shorts","COrteiz Shorts","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","99.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Shorts-Triple-Black.png?v=1786385888","1","","false","OG Shorts Triple Black By Corteiz - Order Now","","","","","black","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-shorts-triple-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","99.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-triple-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","99.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-triple-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","99.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-triple-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","99.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"trucker-hat-green-by-corteiz","Trucker Hat Green by Corteiz","Classic trucker hat in vibrant green from Corteiz. Features a structured six-panel crown with breathable mesh back panels for all-day comfort. The curved bill provides excellent sun protection, while the adjustable snapback closure ensures a perfect fit for any head size.","Corteiz","Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats","hat","black hat, corteiz hat, grey hat, Hat, white hat","true","Title","Default Title","","","","","","","","","0.0","","0","deny","manual","82.00","123.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/New-Project-4-1-1.png?v=1786385810","1","","false","Trucker Hat Green by Corteiz Shop Now","","","","","green","","","adjustable-fit","","","","","","","","kg","","","active"
"og-shorts-black-red-by-corteiz","OG Shorts Black/Red By Corteiz","Elevate your streetwear game with the OG Shorts by Corteiz in striking black and red. Crafted for comfort and style, these shorts feature a bold colorway that makes a statement. Perfect for casual wear, the OG Shorts deliver authentic street credibility with premium quality construction. Whether you're hitting the streets or relaxing, these shorts combine functionality with contemporary design. A must-have addition to any urban wardrobe.","Corteiz","Apparel & Accessories > Clothing > Shorts > Jogger Shorts","Shorts","COrteiz Shorts","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","103.00","165.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Shorts-BlackRed-1.png?v=1786385767","1","","false","OG Shorts Black/Red By Corteiz - Order Now","","","","","black","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-shorts-black-red-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","103.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-black-red-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","103.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-black-red-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","103.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-black-red-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","103.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"trucker-hat-cocoa-by-corteiz","Trucker Hat Cocoa by Corteiz","Elevate your streetwear game with the Trucker Hat Cocoa by Corteiz. Crafted with premium materials and iconic design, this trucker hat delivers authentic style and comfort for everyday wear. The classic","Corteiz","Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats","hat","black hat, corteiz hat, grey hat, Hat, white hat","true","Title","Default Title","","","","","","","","","500.0","","0","deny","manual","82.00","102.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/New-Project-11.png?v=1786385671","1","","false","Trucker Hat Cocoa by Corteiz Shop now","","","","","white","mesh","","","","","","","","","","kg","","","active"
"og-shorts-baby-blue-by-corteiz","OG Shorts Baby Blue By Corteiz","Elevate your casual wardrobe with the OG Shorts in Baby Blue by Corteiz. Crafted with premium quality and a timeless design, these shorts deliver comfort and style for everyday wear. The soft baby blue hue offers versatility, pairing effortlessly with tees, hoodies, or jackets. Perfect for those who appreciate authentic streetwear aesthetics and quality construction. A must-have sta","Corteiz","Apparel & Accessories > Clothing > Shorts","Shorts","COrteiz Shorts","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","107.00","156.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Shorts-Baby-Blue.png?v=1786385636","1","","false","OG Shorts Baby Blue By Corteiz - Shop Now","","","","","blue","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-shorts-baby-blue-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","107.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-baby-blue-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","107.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-baby-blue-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","107.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-baby-blue-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","107.00","156.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"trucker-hat-camo-by-corteiz","Trucker Hat Camo by Corteiz","Elevate your streetwear game with the Trucker Hat Camo by Corteiz. Featuring a bold camouflage pattern, this trucker hat combines classic style with contemporary edge. The structured six-panel design and breathable mesh back ensure comfort all day long, whether","Corteiz","Apparel & Accessories > Clothing Accessories > Hats > Trucker Hats","hat","black hat, corteiz hat, grey hat, Hat, white hat","true","Title","Default Title","","","","","","","","","0.0","","0","deny","manual","81.00","100.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/New-Project-4.png?v=1786385580","1","","false","Trucker Hat Camo by Corteiz Buy Now","","","","","camouflage","mesh","","","","","","","","","","kg","","","active"
"og-shorts-by-corteiz","OG Shorts By Corteiz","Premium streetwear shorts crafted by Corteiz. The OG Shorts deliver authentic style with quality construction, featuring a clean design that works with any casual fit. Built for comfort and durability, these shorts are a versatile essential for your wardrobe. Perfect for everyday wear or making a statement with contemporary street culture aesthetics.","Corteiz","Apparel & Accessories > Clothing > Shorts > Jogger Shorts","Shorts","Corteiz Shorts","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","108.00","165.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Shorts.png?v=1786385505","1","","false","OG Shorts By Corteiz - Order Now in Uk USA","","","","","brown","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-shorts-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","108.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-shorts-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","108.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
